label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41
open_palm,0.0,0.0,-0.236965,0.02659,-0.473834,-0.130832,-0.638513,-0.291063,-0.784649,-0.334651,-0.424409,-0.819772,-0.532994,-1.186313,-0.59142,-1.417938,-0.635962,-1.625676,-0.272909,-0.954398,-0.327602,-1.426094,-0.356605,-1.728869,-0.373274,-1.991613,-0.120765,-0.961875,-0.117427,-1.401197,-0.123235,-1.669644,-0.129502,-1.907394,0.030011,-0.873269,0.101295,-1.160213,0.147075,-1.339786,0.182467,-1.51308
open_palm,0.0,0.0,-0.239252,0.022337,-0.476255,-0.136531,-0.640938,-0.293947,-0.786708,-0.330982,-0.422204,-0.82044,-0.532291,-1.185277,-0.5914,-1.416815,-0.637086,-1.624119,-0.27005,-0.954929,-0.325694,-1.425812,-0.355883,-1.725373,-0.374507,-1.985576,-0.116795,-0.961015,-0.114784,-1.406541,-0.118615,-1.676539,-0.12371,-1.91568,0.0346,-0.870035,0.105515,-1.158348,0.150679,-1.339615,0.184168,-1.513815
open_palm,0.0,0.0,-0.236625,0.02325,-0.467974,-0.134853,-0.629913,-0.287989,-0.775851,-0.327163,-0.418785,-0.826261,-0.529819,-1.185831,-0.589937,-1.412162,-0.636567,-1.613794,-0.268966,-0.956527,-0.325838,-1.420446,-0.358815,-1.716363,-0.378382,-1.968739,-0.117643,-0.959904,-0.115645,-1.397213,-0.123271,-1.662146,-0.130119,-1.897293,0.031298,-0.86662,0.101137,-1.149035,0.142786,-1.331674,0.174573,-1.510149
open_palm,0.0,0.0,-0.235833,0.030698,-0.471349,-0.127447,-0.632016,-0.282008,-0.775177,-0.318706,-0.425406,-0.821259,-0.536969,-1.176278,-0.595658,-1.40213,-0.640388,-1.599807,-0.276865,-0.954772,-0.333257,-1.410186,-0.362812,-1.700522,-0.379935,-1.947664,-0.127226,-0.961949,-0.127578,-1.393141,-0.133957,-1.655199,-0.140296,-1.887286,0.020759,-0.874375,0.091085,-1.152994,0.134873,-1.329363,0.168259,-1.501358
open_palm,0.0,0.0,-0.238435,0.026168,-0.473052,-0.130871,-0.638466,-0.282202,-0.784946,-0.314737,-0.426064,-0.820935,-0.538966,-1.180263,-0.598771,-1.409202,-0.643251,-1.61214,-0.276229,-0.954226,-0.336143,-1.418587,-0.370012,-1.714382,-0.3904,-1.966838,-0.124296,-0.962007,-0.126925,-1.400279,-0.135446,-1.666149,-0.142808,-1.899721,0.025913,-0.871993,0.093482,-1.159534,0.136619,-1.341764,0.169949,-1.516132
open_palm,0.0,0.0,-0.23944,0.028359,-0.479529,-0.128652,-0.648629,-0.277778,-0.79603,-0.306615,-0.425949,-0.822923,-0.537486,-1.179041,-0.598952,-1.406166,-0.646726,-1.607557,-0.277476,-0.954434,-0.336063,-1.417516,-0.37044,-1.715125,-0.392859,-1.970654,-0.127349,-0.960182,-0.12808,-1.39603,-0.138197,-1.663088,-0.14853,-1.900592,0.02124,-0.869558,0.091871,-1.154853,0.135674,-1.338724,0.168942,-1.516498
open_palm,0.0,0.0,-0.234949,0.021978,-0.472993,-0.13389,-0.639251,-0.281231,-0.784277,-0.312908,-0.42257,-0.822842,-0.53366,-1.180506,-0.595394,-1.407678,-0.642656,-1.608214,-0.276779,-0.95434,-0.338826,-1.41687,-0.372432,-1.713838,-0.391878,-1.965321,-0.126782,-0.96348,-0.130011,-1.395407,-0.1394,-1.659515,-0.147809,-1.891713,0.024546,-0.877909,0.093865,-1.159821,0.137424,-1.338585,0.171674,-1.509718
open_palm,0.0,0.0,-0.233536,0.018835,-0.471914,-0.1368,-0.639044,-0.279344,-0.78346,-0.305947,-0.421751,-0.825253,-0.536888,-1.175817,-0.600659,-1.397225,-0.6484,-1.593631,-0.277479,-0.954751,-0.339553,-1.412823,-0.37345,-1.707078,-0.391851,-1.956694,-0.12874,-0.963764,-0.133245,-1.395547,-0.142967,-1.660526,-0.150032,-1.893012,0.020358,-0.878288,0.08808,-1.160249,0.131819,-1.338503,0.166766,-1.507523
open_palm,0.0,0.0,-0.237178,0.028334,-0.477128,-0.120078,-0.646819,-0.263768,-0.79705,-0.296813,-0.437171,-0.817492,-0.558182,-1.171973,-0.620616,-1.396307,-0.664741,-1.597686,-0.290734,-0.949996,-0.356452,-1.413197,-0.390727,-1.715477,-0.409217,-1.971759,-0.139335,-0.961317,-0.143777,-1.395907,-0.153676,-1.662864,-0.162441,-1.897116,0.012011,-0.876541,0.080079,-1.163469,0.122097,-1.346817,0.154545,-1.523134
open_palm,0.0,0.0,-0.23912,0.029784,-0.477767,-0.118718,-0.64529,-0.260648,-0.791546,-0.288627,-0.435231,-0.81626,-0.552846,-1.166473,-0.614171,-1.388657,-0.659175,-1.587066,-0.288135,-0.951318,-0.353067,-1.411725,-0.389274,-1.709413,-0.41147,-1.963229,-0.135739,-0.963255,-0.141675,-1.402005,-0.15074,-1.667381,-0.15826,-1.897935,0.017144,-0.876284,0.085985,-1.160972,0.127545,-1.342125,0.159471,-1.512946
open_palm,0.0,0.0,-0.239624,0.026624,-0.477412,-0.116329,-0.643288,-0.254192,-0.790615,-0.292556,-0.438105,-0.816362,-0.554995,-1.164145,-0.617132,-1.384854,-0.664565,-1.583284,-0.292637,-0.950187,-0.357155,-1.407789,-0.394059,-1.702963,-0.41804,-1.954042,-0.143052,-0.960944,-0.146744,-1.390621,-0.156426,-1.656389,-0.166082,-1.889947,0.006949,-0.873684,0.075406,-1.15621,0.117651,-1.337286,0.14933,-1.510291
open_palm,0.0,0.0,-0.238005,0.029433,-0.475321,-0.113995,-0.640626,-0.254587,-0.787495,-0.293375,-0.436485,-0.814998,-0.558532,-1.162108,-0.623042,-1.381489,-0.671667,-1.578913,-0.291313,-0.950119,-0.356808,-1.412544,-0.392865,-1.709883,-0.414807,-1.963007,-0.141501,-0.960318,-0.145465,-1.394372,-0.152374,-1.660293,-0.158953,-1.896461,0.008692,-0.872997,0.077275,-1.156739,0.118113,-1.342292,0.148421,-1.522932
open_palm,0.0,0.0,-0.234486,0.021903,-0.466425,-0.126179,-0.628587,-0.263422,-0.772036,-0.29705,-0.427518,-0.819563,-0.545092,-1.166535,-0.608922,-1.386429,-0.658403,-1.580859,-0.282235,-0.953491,-0.345322,-1.41256,-0.381987,-1.707169,-0.405281,-1.954365,-0.132562,-0.96291,-0.136877,-1.401973,-0.145949,-1.666606,-0.154037,-1.897864,0.01583,-0.872077,0.084759,-1.148988,0.124333,-1.331288,0.154769,-1.507434
open_palm,0.0,0.0,-0.240067,0.031112,-0.475464,-0.119367,-0.638715,-0.262403,-0.786598,-0.296728,-0.43715,-0.815136,-0.555459,-1.167452,-0.617896,-1.391772,-0.666159,-1.593122,-0.289409,-0.950676,-0.354253,-1.413107,-0.390717,-1.709703,-0.414688,-1.96166,-0.138347,-0.959358,-0.142305,-1.394991,-0.152336,-1.66075,-0.16258,-1.89624,0.010646,-0.868526,0.078914,-1.149631,0.118734,-1.334645,0.148146,-1.517398
fist,0.0,0.0,-0.260594,-0.097881,-0.481668,-0.404461,-0.533368,-0.782245,-0.473367,-1.113266,-0.435308,-0.915743,-0.519014,-1.155153,-0.483735,-0.820331,-0.439252,-0.7155,-0.273536,-0.961857,-0.345833,-1.197201,-0.322417,-0.755845,-0.285686,-0.691615,-0.109265,-0.948989,-0.17025,-1.137827,-0.168881,-0.705925,-0.138162,-0.628468,0.064958,-0.901912,-0.019351,-1.039569,-0.038912,-0.719704,-0.016572,-0.61145
fist,0.0,0.0,-0.26858,-0.079868,-0.508046,-0.398702,-0.561733,-0.796229,-0.486824,-1.126462,-0.452958,-0.914442,-0.54026,-1.168593,-0.504641,-0.829402,-0.460137,-0.716837,-0.28847,-0.957489,-0.359181,-1.215779,-0.333729,-0.762487,-0.299726,-0.677731,-0.121808,-0.946155,-0.180852,-1.159168,-0.178519,-0.709999,-0.153274,-0.605443,0.055305,-0.898944,-0.030534,-1.077502,-0.048595,-0.742567,-0.030087,-0.60674
fist,0.0,0.0,-0.266732,-0.097937,-0.496633,-0.406608,-0.554695,-0.791189,-0.493063,-1.126426,-0.445727,-0.915498,-0.528136,-1.166938,-0.496053,-0.830749,-0.45049,-0.709788,-0.284676,-0.958605,-0.357065,-1.214975,-0.33512,-0.7658,-0.296778,-0.669305,-0.119555,-0.94782,-0.181084,-1.16622,-0.178258,-0.717579,-0.144227,-0.600566,0.05666,-0.904045,-0.031698,-1.066189,-0.050841,-0.739633,-0.027263,-0.611645
fist,0.0,0.0,-0.265294,-0.077422,-0.499799,-0.39867,-0.55442,-0.794773,-0.490732,-1.13372,-0.45614,-0.906954,-0.538246,-1.153989,-0.501676,-0.815363,-0.455803,-0.7166,-0.291829,-0.956471,-0.366917,-1.212288,-0.340925,-0.754143,-0.299454,-0.684093,-0.124857,-0.94344,-0.185203,-1.148577,-0.179748,-0.698213,-0.144761,-0.619708,0.053758,-0.898159,-0.028389,-1.049794,-0.044477,-0.720758,-0.019665,-0.618543
fist,0.0,0.0,-0.267156,-0.081892,-0.499121,-0.396828,-0.560569,-0.786368,-0.500347,-1.13327,-0.455706,-0.905742,-0.539571,-1.1734,-0.507916,-0.849604,-0.464511,-0.727101,-0.29233,-0.956316,-0.365385,-1.232612,-0.343499,-0.787384,-0.309618,-0.695004,-0.12561,-0.947352,-0.184953,-1.178781,-0.183195,-0.736382,-0.156757,-0.63211,0.052382,-0.903395,-0.02861,-1.084661,-0.046912,-0.757972,-0.028278,-0.629378
fist,0.0,0.0,-0.252561,-0.094966,-0.47689,-0.407019,-0.539376,-0.780684,-0.493214,-1.12531,-0.438396,-0.914814,-0.524683,-1.15164,-0.490149,-0.815653,-0.441785,-0.707865,-0.28014,-0.959923,-0.359521,-1.195368,-0.334617,-0.745587,-0.290849,-0.682848,-0.118554,-0.94233,-0.185053,-1.131121,-0.181717,-0.693154,-0.14535,-0.623734,0.053196,-0.891368,-0.032204,-1.037581,-0.052769,-0.712257,-0.028091,-0.607093
fist,0.0,0.0,-0.254679,-0.089857,-0.48852,-0.40159,-0.555691,-0.789343,-0.502464,-1.142297,-0.450539,-0.910835,-0.539226,-1.181788,-0.503094,-0.837221,-0.453112,-0.727093,-0.2877,-0.957701,-0.36376,-1.21482,-0.337439,-0.753923,-0.295602,-0.695055,-0.12195,-0.945583,-0.184134,-1.146649,-0.182053,-0.697905,-0.1498,-0.631963,0.054605,-0.903529,-0.027707,-1.058256,-0.049001,-0.726699,-0.027696,-0.619498
fist,0.0,0.0,-0.267442,-0.084636,-0.497174,-0.406182,-0.554159,-0.802912,-0.496674,-1.14768,-0.444566,-0.917032,-0.531883,-1.182779,-0.498601,-0.836001,-0.448672,-0.722763,-0.28378,-0.958879,-0.361339,-1.219584,-0.336825,-0.758298,-0.292527,-0.693326,-0.119609,-0.943843,-0.183986,-1.14753,-0.180806,-0.691057,-0.143786,-0.614608,0.057002,-0.897204,-0.031182,-1.054571,-0.049208,-0.724697,-0.021369,-0.618094
fist,0.0,0.0,-0.268942,-0.066049,-0.508188,-0.395224,-0.56526,-0.805067,-0.50161,-1.149438,-0.461331,-0.910142,-0.543831,-1.181605,-0.51172,-0.834613,-0.464323,-0.731398,-0.299442,-0.954085,-0.372578,-1.216464,-0.351725,-0.759431,-0.311011,-0.704794,-0.134585,-0.938851,-0.194695,-1.15569,-0.195718,-0.704848,-0.16266,-0.635556,0.043005,-0.895176,-0.042849,-1.061988,-0.061585,-0.731966,-0.034706,-0.627014
fist,0.0,0.0,-0.268663,-0.089579,-0.499069,-0.40685,-0.557029,-0.799489,-0.485673,-1.128917,-0.443164,-0.917119,-0.533125,-1.151981,-0.497967,-0.808449,-0.445911,-0.732206,-0.28682,-0.957728,-0.368513,-1.184467,-0.344289,-0.733627,-0.297159,-0.702619,-0.128552,-0.94127,-0.198407,-1.117946,-0.198183,-0.678352,-0.157209,-0.631912,0.039953,-0.899587,-0.055974,-1.031665,-0.076896,-0.710747,-0.042528,-0.624722
fist,0.0,0.0,-0.258242,-0.088464,-0.485491,-0.411604,-0.539153,-0.806553,-0.467332,-1.129138,-0.430033,-0.921079,-0.523407,-1.160885,-0.490361,-0.815441,-0.437595,-0.733086,-0.274306,-0.961556,-0.353595,-1.18825,-0.331754,-0.736197,-0.286132,-0.699156,-0.116173,-0.942381,-0.183739,-1.116974,-0.184184,-0.676191,-0.144924,-0.62775,0.052191,-0.895129,-0.04038,-1.020312,-0.059733,-0.699355,-0.026413,-0.617578
fist,0.0,0.0,-0.258893,-0.088971,-0.488496,-0.410004,-0.550696,-0.811803,-0.478084,-1.148726,-0.441663,-0.915268,-0.523391,-1.169486,-0.487884,-0.820984,-0.443523,-0.737902,-0.284749,-0.958465,-0.356616,-1.195138,-0.331347,-0.742558,-0.292855,-0.707829,-0.125227,-0.943606,-0.185378,-1.126054,-0.1828,-0.683142,-0.150662,-0.632954,0.045173,-0.899611,-0.041241,-1.029799,-0.058668,-0.70372,-0.03176,-0.615221
fist,0.0,0.0,-0.261649,-0.097825,-0.489238,-0.418053,-0.553207,-0.820561,-0.486234,-1.169299,-0.438233,-0.922487,-0.521794,-1.193445,-0.491037,-0.843058,-0.448582,-0.735202,-0.280421,-0.959633,-0.351564,-1.215653,-0.332335,-0.763958,-0.298318,-0.708422,-0.119328,-0.945179,-0.176511,-1.147239,-0.180404,-0.696761,-0.154425,-0.616709,0.052431,-0.904014,-0.033671,-1.064744,-0.052723,-0.739215,-0.028768,-0.629486
fist,0.0,0.0,-0.261842,-0.092336,-0.487072,-0.404647,-0.548998,-0.797585,-0.486014,-1.138571,-0.443637,-0.918517,-0.523034,-1.18216,-0.48724,-0.836104,-0.441103,-0.730332,-0.283388,-0.958946,-0.34937,-1.202479,-0.327804,-0.754501,-0.290959,-0.694551,-0.120723,-0.944053,-0.175292,-1.130068,-0.177461,-0.68829,-0.14889,-0.613298,0.0529,-0.898988,-0.028927,-1.043201,-0.050781,-0.71942,-0.029616,-0.612058
fist,0.0,0.0,-0.258195,-0.098213,-0.475293,-0.415385,-0.532969,-0.806121,-0.46827,-1.131619,-0.422775,-0.929249,-0.50336,-1.190759,-0.469518,-0.83259,-0.423147,-0.725727,-0.263885,-0.964487,-0.335681,-1.203748,-0.316489,-0.756605,-0.273769,-0.702283,-0.102818,-0.947035,-0.162053,-1.127174,-0.165046,-0.684008,-0.131203,-0.609496,0.068509,-0.900972,-0.019115,-1.047451,-0.039968,-0.722606,-0.011727,-0.61792
fist,0.0,0.0,-0.270153,-0.122269,-0.487878,-0.446673,-0.540104,-0.836299,-0.476182,-1.160597,-0.426161,-0.932437,-0.497999,-1.20584,-0.477568,-0.862556,-0.440422,-0.735225,-0.261302,-0.965201,-0.328669,-1.223233,-0.324685,-0.791188,-0.28603,-0.710391,-0.09547,-0.942508,-0.151095,-1.148274,-0.167576,-0.722799,-0.136172,-0.624383,0.078771,-0.886286,-0.005927,-1.050864,-0.033987,-0.744132,-0.007997,-0.633854
fist,0.0,0.0,-0.27794,-0.100727,-0.51271,-0.438811,-0.559741,-0.842745,-0.489519,-1.165393,-0.44546,-0.918842,-0.521821,-1.209048,-0.499094,-0.850916,-0.460186,-0.727197,-0.278827,-0.960178,-0.35076,-1.225457,-0.340904,-0.789084,-0.298696,-0.711879,-0.109872,-0.947761,-0.173049,-1.168066,-0.179784,-0.736299,-0.146075,-0.639207,0.071862,-0.904172,-0.016007,-1.096129,-0.037491,-0.773254,-0.008745,-0.653934
fist,0.0,0.0,-0.29829,-0.095796,-0.55328,-0.429792,-0.610418,-0.849425,-0.535542,-1.176074,-0.480942,-0.895621,-0.546813,-1.210548,-0.507561,-0.849042,-0.476989,-0.679763,-0.316857,-0.947893,-0.371917,-1.238711,-0.338188,-0.810479,-0.309772,-0.659183,-0.151088,-0.948804,-0.199912,-1.181723,-0.174726,-0.767195,-0.15068,-0.612654,0.025247,-0.912153,-0.041032,-1.070199,-0.036935,-0.756737,-0.019811,-0.629975
fist,0.0,0.0,-0.291708,-0.087781,-0.564011,-0.438953,-0.625813,-0.86721,-0.514879,-1.1544,-0.469746,-0.871154,-0.532741,-1.183206,-0.488556,-0.845882,-0.467537,-0.672518,-0.311827,-0.947839,-0.366669,-1.177039,-0.330954,-0.798307,-0.324314,-0.658495,-0.16255,-0.964069,-0.210119,-1.112434,-0.188687,-0.767435,-0.185936,-0.638421,-0.008611,-0.938953,-0.063057,-0.97407,-0.056688,-0.716423,-0.052924,-0.634045
fist,0.0,0.0,-0.295968,-0.150841,-0.540749,-0.491956,-0.580115,-0.884366,-0.471458,-1.159596,-0.461463,-0.895533,-0.524887,-1.209909,-0.48769,-0.867052,-0.45949,-0.695933,-0.306942,-0.950756,-0.357386,-1.22016,-0.321456,-0.829575,-0.295913,-0.6933,-0.149909,-0.955393,-0.195377,-1.178376,-0.173306,-0.817713,-0.155915,-0.682892,0.018379,-0.917929,-0.045791,-1.086077,-0.04461,-0.811511,-0.030917,-0.698642
fist,0.0,0.0,-0.293373,-0.153526,-0.527351,-0.505528,-0.568552,-0.913756,-0.466665,-1.223207,-0.460918,-0.89646,-0.532963,-1.252184,-0.48808,-0.932496,-0.447357,-0.740696,-0.296354,-0.955018,-0.346446,-1.277483,-0.310615,-0.871174,-0.281962,-0.679653,-0.131917,-0.964193,-0.181603,-1.210196,-0.160273,-0.830352,-0.137375,-0.6479,0.04082,-0.934352,-0.03804,-1.137091,-0.037237,-0.859261,-0.019644,-0.714277
fist,0.0,0.0,-0.29305,-0.149076,-0.530847,-0.500973,-0.584565,-0.928065,-0.479633,-1.229981,-0.456217,-0.910655,-0.521065,-1.26457,-0.473763,-0.914955,-0.445784,-0.73218,-0.291757,-0.955679,-0.337463,-1.276194,-0.300685,-0.859285,-0.282753,-0.683785,-0.129939,-0.954116,-0.173294,-1.215372,-0.153754,-0.837726,-0.138061,-0.66225,0.039039,-0.917178,-0.028021,-1.110567,-0.030894,-0.833881,-0.019567,-0.691015
fist,0.0,0.0,-0.301986,-0.156426,-0.533606,-0.51938,-0.578848,-0.943951,-0.477024,-1.238703,-0.457915,-0.929129,-0.514272,-1.297292,-0.475481,-0.942148,-0.453417,-0.751796,-0.283962,-0.958383,-0.326378,-1.292524,-0.301859,-0.868932,-0.290206,-0.69746,-0.115533,-0.939233,-0.155705,-1.223445,-0.146397,-0.836303,-0.133842,-0.661559,0.058561,-0.887709,-0.012537,-1.082651,-0.018865,-0.796468,-0.006448,-0.65495
fist,0.0,0.0,-0.278749,-0.17741,-0.492805,-0.518806,-0.537725,-0.919619,-0.444697,-1.22736,-0.427244,-0.938237,-0.485141,-1.255702,-0.45504,-0.914705,-0.426519,-0.782316,-0.255129,-0.966581,-0.305924,-1.266091,-0.294939,-0.851125,-0.270274,-0.75736,-0.086373,-0.944592,-0.134504,-1.180112,-0.14459,-0.798937,-0.123806,-0.707597,0.084677,-0.899199,-0.009486,-1.044958,-0.028908,-0.754203,-0.003248,-0.659797
fist,0.0,0.0,-0.266569,-0.173843,-0.465575,-0.513796,-0.492775,-0.914112,-0.377275,-1.187429,-0.399211,-0.969486,-0.435541,-1.264536,-0.411384,-0.936242,-0.388837,-0.802176,-0.227555,-0.97358,-0.252624,-1.243671,-0.253175,-0.839018,-0.243452,-0.731492,-0.061785,-0.93104,-0.083785,-1.15179,-0.106614,-0.766457,-0.102886,-0.649572,0.107669,-0.859971,0.036174,-1.016513,0.009805,-0.729081,0.019215,-0.617755
fist,0.0,0.0,-0.266625,-0.147911,-0.472811,-0.492051,-0.491682,-0.882843,-0.387188,-1.169474,-0.397162,-0.965429,-0.448555,-1.225668,-0.438984,-0.893414,-0.413295,-0.779788,-0.231014,-0.972791,-0.26964,-1.215384,-0.284603,-0.814891,-0.265712,-0.735438,-0.068028,-0.927356,-0.1018,-1.1089,-0.135524,-0.730661,-0.122733,-0.650104,0.100372,-0.853919,0.019061,-0.967865,-0.016962,-0.681729,-0.000824,-0.593757
fist,0.0,0.0,-0.27559,-0.151993,-0.481454,-0.506829,-0.499162,-0.913221,-0.386377,-1.184677,-0.404271,-0.963518,-0.455305,-1.267548,-0.440233,-0.921885,-0.418463,-0.790949,-0.236184,-0.971535,-0.2754,-1.252611,-0.287092,-0.835373,-0.26985,-0.736896,-0.071673,-0.927652,-0.110516,-1.170457,-0.144898,-0.779938,-0.13398,-0.66867,0.100043,-0.85468,0.014575,-1.022915,-0.024113,-0.739997,-0.010598,-0.627852
fist,0.0,0.0,-0.260982,-0.159648,-0.460168,-0.493469,-0.489385,-0.88639,-0.386515,-1.179349,-0.397146,-0.96771,-0.443862,-1.231117,-0.427687,-0.888083,-0.404143,-0.805048,-0.22665,-0.973883,-0.263389,-1.218012,-0.27295,-0.800547,-0.256069,-0.760392,-0.061371,-0.927182,-0.092835,-1.133131,-0.128929,-0.738523,-0.120566,-0.680549,0.108493,-0.857084,0.028713,-0.993359,-0.010275,-0.704693,0.004224,-0.622597
fist,0.0,0.0,-0.257979,-0.167453,-0.455727,-0.501775,-0.482335,-0.884976,-0.382,-1.181909,-0.386634,-0.967722,-0.426515,-1.224286,-0.419544,-0.890441,-0.405647,-0.794753,-0.215727,-0.976328,-0.252689,-1.205612,-0.269154,-0.810791,-0.259446,-0.763238,-0.048068,-0.92746,-0.081567,-1.12522,-0.120159,-0.752218,-0.117445,-0.692059,0.124192,-0.849307,0.041767,-0.974185,0.000693,-0.6928,0.007761,-0.611535
fist,0.0,0.0,-0.248685,-0.155812,-0.449385,-0.489015,-0.475893,-0.873117,-0.366004,-1.16351,-0.376859,-0.965465,-0.42703,-1.218157,-0.419601,-0.888857,-0.400995,-0.808533,-0.212061,-0.977035,-0.251212,-1.20314,-0.270091,-0.806441,-0.25854,-0.76475,-0.050521,-0.931646,-0.086753,-1.118191,-0.129226,-0.748596,-0.125309,-0.694688,0.117708,-0.857104,0.036003,-1.008147,-0.013596,-0.73002,-0.010408,-0.63472
fist,0.0,0.0,-0.249447,-0.164415,-0.441243,-0.50457,-0.466417,-0.887786,-0.363265,-1.171556,-0.37602,-0.972536,-0.420686,-1.218005,-0.413062,-0.881397,-0.394247,-0.805153,-0.206866,-0.978176,-0.246306,-1.196193,-0.263025,-0.793498,-0.247477,-0.76138,-0.043623,-0.93063,-0.076728,-1.112714,-0.117101,-0.732385,-0.110485,-0.683603,0.124316,-0.85625,0.051839,-1.006906,0.007227,-0.720824,0.01452,-0.632313
fist,0.0,0.0,-0.251778,-0.14484,-0.449491,-0.500077,-0.466816,-0.893693,-0.358363,-1.174563,-0.382126,-0.967244,-0.422689,-1.225485,-0.416183,-0.883973,-0.397864,-0.797111,-0.213327,-0.976829,-0.250573,-1.20925,-0.270737,-0.794626,-0.257053,-0.760032,-0.0498,-0.928702,-0.081398,-1.126884,-0.128037,-0.727615,-0.125087,-0.677226,0.120046,-0.851877,0.041377,-0.976517,-0.003929,-0.681815,0.00251,-0.605713
fist,0.0,0.0,-0.243111,-0.155657,-0.435908,-0.490099,-0.467317,-0.873461,-0.364246,-1.163198,-0.375171,-0.968979,-0.41929,-1.210779,-0.410242,-0.881223,-0.385532,-0.811091,-0.207537,-0.978094,-0.248618,-1.196441,-0.268641,-0.791873,-0.247509,-0.768459,-0.046191,-0.92729,-0.080977,-1.11399,-0.132599,-0.731694,-0.122887,-0.685692,0.118932,-0.851081,0.032165,-0.971462,-0.023147,-0.694503,-0.013667,-0.614618
fist,0.0,0.0,-0.232332,-0.150003,-0.423555,-0.485065,-0.456236,-0.861814,-0.350429,-1.150577,-0.364806,-0.969894,-0.416601,-1.190564,-0.411421,-0.855321,-0.385242,-0.809006,-0.199356,-0.979801,-0.247753,-1.179066,-0.272248,-0.765852,-0.247596,-0.762747,-0.041097,-0.929006,-0.086281,-1.093182,-0.13964,-0.703943,-0.123977,-0.679786,0.120334,-0.853241,0.029007,-0.959352,-0.026841,-0.681341,-0.011891,-0.616225
fist,0.0,0.0,-0.244983,-0.14521,-0.438912,-0.489284,-0.462501,-0.878324,-0.349762,-1.163279,-0.377898,-0.971845,-0.42027,-1.203446,-0.411765,-0.857994,-0.390345,-0.812127,-0.207553,-0.978076,-0.246115,-1.187065,-0.268696,-0.76852,-0.250682,-0.772149,-0.045466,-0.925435,-0.079575,-1.102689,-0.130085,-0.708501,-0.119799,-0.692268,0.120897,-0.848391,0.038375,-0.960698,-0.01448,-0.677724,-0.003677,-0.61837
fist,0.0,0.0,-0.25385,-0.166043,-0.442807,-0.500683,-0.466965,-0.887164,-0.36088,-1.176422,-0.37454,-0.971257,-0.413076,-1.203148,-0.412296,-0.867761,-0.399196,-0.787239,-0.208777,-0.976866,-0.243064,-1.189663,-0.267842,-0.794055,-0.255855,-0.759581,-0.049038,-0.927807,-0.080996,-1.115593,-0.133606,-0.748915,-0.131518,-0.696815,0.115224,-0.851421,0.036147,-0.988291,-0.01979,-0.717941,-0.017524,-0.631695
fist,0.0,0.0,-0.255115,-0.153392,-0.450077,-0.494076,-0.471089,-0.887361,-0.362129,-1.183487,-0.378835,-0.968417,-0.413969,-1.232239,-0.411721,-0.904756,-0.394443,-0.805389,-0.208801,-0.977604,-0.233063,-1.205726,-0.258949,-0.79482,-0.245934,-0.736826,-0.045236,-0.92844,-0.066014,-1.124819,-0.117964,-0.736974,-0.113569,-0.665679,0.123128,-0.850575,0.049772,-0.976283,-0.002199,-0.694884,0.003222,-0.60813
fist,0.0,0.0,-0.250537,-0.169664,-0.436405,-0.509183,-0.447849,-0.886017,-0.351729,-1.173386,-0.364186,-0.974866,-0.407851,-1.212476,-0.406076,-0.874384,-0.385627,-0.781533,-0.197135,-0.980358,-0.236547,-1.200671,-0.263053,-0.795685,-0.242911,-0.745785,-0.035942,-0.930424,-0.072853,-1.142409,-0.12455,-0.758003,-0.11169,-0.685572,0.129427,-0.850953,0.040246,-0.989983,-0.011469,-0.707322,0.001915,-0.612249
fist,0.0,0.0,-0.252861,-0.140339,-0.458917,-0.481528,-0.464902,-0.857425,-0.35267,-1.114026,-0.402793,-0.949378,-0.429667,-1.18143,-0.407336,-0.849306,-0.394198,-0.726851,-0.244241,-0.969463,-0.247549,-1.170309,-0.238242,-0.765867,-0.242201,-0.673111,-0.089575,-0.938965,-0.090158,-1.095084,-0.093635,-0.719215,-0.103616,-0.644239,0.067925,-0.86001,0.039458,-0.963385,0.022433,-0.668079,0.012748,-0.587539
fist,0.0,0.0,-0.265949,-0.133889,-0.483488,-0.433886,-0.503586,-0.786258,-0.412934,-1.021346,-0.427474,-0.902585,-0.47297,-1.106974,-0.437367,-0.814277,-0.413549,-0.654283,-0.279089,-0.958395,-0.296865,-1.10331,-0.258314,-0.772291,-0.247077,-0.638646,-0.134028,-0.948739,-0.129777,-1.039535,-0.10767,-0.749557,-0.109507,-0.644235,0.014158,-0.88281,0.016205,-0.941294,0.017715,-0.720588,0.010597,-0.637385
fist,0.0,0.0,-0.319973,-0.085535,-0.568229,-0.366154,-0.58974,-0.682527,-0.503541,-0.892583,-0.488251,-0.856544,-0.591604,-1.022718,-0.578499,-0.757568,-0.531928,-0.599206,-0.345258,-0.935426,-0.438696,-1.064624,-0.426011,-0.762043,-0.380474,-0.59486,-0.21147,-0.950723,-0.291276,-1.027656,-0.285069,-0.760017,-0.24979,-0.614587,-0.070422,-0.91315,-0.15625,-0.962017,-0.166493,-0.760076,-0.14082,-0.652592
